Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index
Haiti,Urban,Rice,107.78,YER,28-07-2021,6.02,31.22
Bangladesh,Retail,Sugar,182.81,INR,21-10-2023,,31.22
Pakistan,Rural,Sugar,150.76,SDG,04-11-2019,,31.22
Kenya,Wholesale,Cooking Oil,51.09,NPR,25-07-2021,6.02,31.22
Yemen,Urban,Rice,41.3,NGN,19-03-2019,,31.22
Pakistan,Retail,Maize,,HTG,14-10-2017,6.02,
India,Retail,Rice,146.73,YER,11-04-2024,6.02,
Ethiopia,Rural,Cooking Oil,31.63,INR,18-09-2022,6.02,31.22
Pakistan,Rural,Rice,118.3,BDT,15-11-2017,,
Haiti,Retail,Maize,93.2,YER,10-11-2024,6.02,
Haiti,Retail,Cooking Oil,50.21,INR,27-06-2021,,
Pakistan,Wholesale,Sugar,109.95,ETB,01-06-2021,6.02,31.22
Sudan,Retail,Pulses,92.94,HTG,11-05-2015,6.02,31.22
Ethiopia,Rural,Rice,132.28,KES,26-08-2020,,
India,Urban,Sugar,34.92,KES,08-02-2017,,31.22
Pakistan,Wholesale,Sugar,64.26,ETB,03-03-2023,,31.22
Sudan,Wholesale,Wheat,65.06,HTG,17-02-2023,6.02,
Haiti,Retail,Maize,126.47,HTG,10-02-2021,6.02,
Haiti,Urban,Pulses,90.49,HTG,18-07-2023,,
Kenya,Wholesale,Rice,147.23,HTG,03-04-2017,,
Pakistan,Rural,Sugar,84.05,INR,24-10-2020,,31.22
Ethiopia,Retail,Sugar,108.83,PKR,18-12-2019,6.02,
Nigeria,Rural,Maize,159.37,PKR,11-06-2016,6.02,31.22
Ethiopia,Retail,Pulses,29.08,BDT,05-06-2023,6.02,
Haiti,Wholesale,Pulses,101.16,BDT,03-02-2015,,
Haiti,Retail, ,98.74,ETB,07-10-2020,6.02,31.22
Bangladesh,Urban,Sugar,68.49,BDT,26-12-2017,,
Haiti,Rural, ,93.45,BDT,21-04-2021,,
India,Urban,Sugar,112.49,BDT,16-09-2021,,
Nepal,Rural,Wheat,70.15,SDG,03-11-2023,6.02,
Pakistan,Rural,Wheat,102.22,YER,10-09-2020,6.02,
Ethiopia,Retail,Pulses,59.21,INR,10-01-2015,6.02,
Nepal,Wholesale,Cooking Oil,91.83,NPR,24-09-2019,,
sudan,Wholesale,Rice,137.15,HTG,08-06-2024,6.02,31.22
Nigeria,Urban,Maize,139.02,INR,10-08-2022,6.02,
India,Retail,Cooking Oil,146.91,YER,13-05-2024,,31.22
Ethiopia,Wholesale, ,95.93,NPR,21-03-2022,,
Nepal,Rural,Wheat,86.93,KES,23-01-2022,,31.22
Nigeria,Rural,Wheat,129.52,KES,02-11-2023,6.02,31.22
Bangladesh,Retail,Cooking Oil,146.68,HTG,26-06-2023,,31.22
India,Urban,Wheat,103.34,SDG,22-03-2018,,
India,Retail,Cooking Oil,160.49,NPR,18-01-2023,6.02,
Bangladesh,Urban,Wheat,128.42,SDG,01-08-2018,,31.22
Pakistan,Retail,Sugar,77.16,INR,19-09-2016,,31.22
Bangladesh,Rural,Sugar,82,HTG,27-06-2018,6.02,
India,Retail,Rice,98.38,ETB,06-02-2023,,31.22
India,Wholesale,Wheat,37.18,ETB,12-10-2021,6.02,31.22
Nepal,Wholesale,Rice,77.86,YER,30-04-2019,,
Haiti,Retail,Cooking Oil,145.63,YER,02-08-2018,6.02,31.22
Nigeria,Urban,Rice,153.81,BDT,17-10-2024,,31.22
Bangladesh,Urban,Wheat,111.44,YER,30-05-2021,,31.22
Nigeria,Rural,Cooking Oil,118.17,PKR,19-03-2016,6.02,31.22
Bangladesh,Rural,Cooking Oil,87.6,KES,15-10-2015,6.02,
Sudan,Urban,Sugar,,SDG,11-06-2021,6.02,
India,Retail,Cooking Oil,122.81,BDT,09-08-2023,,31.22
Haiti,Rural,Cooking Oil,82.41,ETB,19-01-2021,,
Nepal,Urban,Rice,167.61,PKR,13-02-2019,,31.22
Haiti,Urban,Pulses,116.34,INR,20-03-2022,6.02,
Haiti,Retail,Cooking Oil,117.81,NPR,07-05-2024,,
Haiti,Wholesale,Maize,57.62,SDG,28-10-2024,6.02,
Nigeria,Urban,Pulses,7.26,NGN,14-09-2023,,
Bangladesh,Rural,Sugar,117.81,SDG,20-07-2020,6.02,
Yemen,Retail,Sugar,80.12,YER,22-09-2016,6.02,
Sudan,Retail,Cooking Oil,139.36,PKR,09-03-2017,6.02,31.22
Ethiopia,Retail,Rice,63.49,KES,22-06-2020,6.02,
Haiti,Wholesale,Pulses,78.75,PKR,31-08-2016,,31.22
Pakistan,Wholesale,Sugar,144.78,INR,03-07-2022,6.02,31.22
Nigeria,Rural,Sugar,117.47,KES,02-03-2019,,
Nepal,Rural,Maize,59.95,SDG,21-10-2017,,31.22
Ethiopia,Retail,Cooking Oil,101.36,PKR,10-06-2019,6.02,31.22
Yemen,Rural,Pulses,176.15,BDT,20-04-2016,6.02,
Pakistan,Urban,Sugar,105.75,KES,25-08-2024,,
Yemen,Wholesale,Sugar,94.08,SDG,31-03-2023,,
Ethiopia,Retail,Sugar,135.81,HTG,13-10-2020,,31.22
Haiti,Retail,Sugar,114.09,HTG,29-06-2017,6.02,31.22
Pakistan,Urban,Rice,157.75,YER,26-09-2024,,31.22
Yemen,Urban,Wheat,,SDG,06-09-2016,,
Nepal,Urban,Maize,136.26,BDT,25-05-2020,,31.22
Bangladesh,Urban,Rice,159.69,INR,26-02-2016,,31.22
India,Retail,Maize,88.04,SDG,01-10-2017,,
Bangladesh,Wholesale,Sugar,76.05,NPR,16-11-2024,,31.22
Ethiopia,Wholesale,Maize,46.17,INR,28-10-2023,6.02,31.22
Nigeria,Urban,Cooking Oil,91.57,PKR,24-06-2024,6.02,
India,Rural,Cooking Oil,47.66,NPR,08-08-2020,6.02,31.22
Sudan,Retail,Wheat,114.62,HTG,12-10-2017,6.02,31.22
Nepal,Wholesale,Wheat,75.46,SDG,18-07-2024,6.02,
Sudan,Urban,Maize,138.49,NGN,07-01-2015,,
Pakistan,Rural,Rice,131.15,ETB,30-08-2017,6.02,
India,Rural,Rice,84.42,KES,27-10-2024,,
Sudan,Urban,Sugar,,SDG,16-10-2017,6.02,
Sudan,Retail,Rice,105.97,SDG,07-09-2024,6.02,
Yemen,Wholesale,Wheat,29.15,BDT,14-04-2015,6.02,31.22
Bangladesh,Rural,Rice,60.45,NPR,16-11-2021,6.02,
Yemen,Wholesale,Sugar,71.03,SDG,14-12-2024,,
India,Wholesale,Cooking Oil,100.41,ETB,06-06-2019,,31.22
India,Rural,Rice,82.84,HTG,05-12-2022,6.02,31.22
Ethiopia,Urban,Rice,78.84,ETB,03-05-2019,,31.22
Yemen,Rural,Wheat,123.24,ETB,26-07-2021,6.02,31.22
Kenya,Rural,Maize,131.48,PKR,10-08-2021,,
Bangladesh,Retail,Cooking Oil,75.26,NGN,31-03-2020,6.02,31.22
India,Wholesale,Maize,,YER,01-07-2015,,
Ethiopia,Urban,Sugar,150.57,KES,09-04-2021,,31.22
Yemen,Wholesale,Sugar,209.04,NPR,08-08-2015,6.02,
Bangladesh,Rural,Maize,62.32,INR,16-05-2018,6.02,
Yemen,Urban,Wheat,135.65,KES,28-11-2023,,
Sudan,Urban,Pulses,94.44,KES,06-03-2020,,
Ethiopia,Urban,Wheat,127.04,NPR,12-10-2021,6.02,
Bangladesh,Urban,Pulses,,INR,26-10-2022,6.02,
Haiti,Retail, ,49.93,PKR,04-02-2015,6.02,
Pakistan,Urban,Wheat,55.09,BDT,05-11-2016,6.02,
Pakistan,Rural,Pulses,77.43,KES,19-12-2022,,
Bangladesh,Retail,Pulses,90.61,YER,15-12-2018,,31.22
Yemen,Rural,Pulses,137.81,HTG,11-05-2018,6.02,
Ethiopia,Rural,Cooking Oil,66.66,BDT,15-03-2020,,
Pakistan,Wholesale,Sugar,74.49,YER,08-11-2023,6.02,31.22
Ethiopia,Urban,Pulses,183.22,YER,12-02-2016,,
Pakistan,Urban,Sugar,102.14,INR,04-10-2018,,31.22
Sudan,Rural,Sugar,111.41,NGN,04-01-2015,,31.22
Yemen,Urban,Cooking Oil,129.81,ETB,27-12-2015,,
Sudan,Retail,Sugar,79.05,SDG,23-05-2020,6.02,
Pakistan,Wholesale,Maize,99.27,NGN,26-04-2023,6.02,
Haiti,Urban,Rice,87.1,SDG,12-08-2016,,
Haiti,Urban,Cooking Oil,96.68,PKR,13-10-2018,,
Sudan,Retail,Rice,133.73,HTG,10-07-2019,6.02,31.22
Haiti,Wholesale,Maize,126.99,SDG,04-03-2020,6.02,31.22
Pakistan,Retail,Wheat,8.71,YER,05-07-2023,6.02,
Bangladesh,Rural,Wheat,139.92,YER,10-07-2021,,
Sudan,Rural,Pulses,86.17,BDT,16-03-2024,6.02,31.22
Nigeria,Urban,Wheat,115.79,BDT,21-05-2021,6.02,
Yemen,Wholesale,Cooking Oil,83.7,SDG,25-11-2017,6.02,31.22
Haiti,Rural,Wheat,97.93,PKR,18-04-2024,,
Haiti,Retail,Cooking Oil,152.61,PKR,04-09-2024,,
India,Rural,Cooking Oil,113.44,PKR,30-01-2016,6.02,
Kenya,Rural,Rice,150.57,YER,20-07-2016,6.02,
Sudan,Retail,Wheat,97.96,ETB,08-12-2017,,31.22
Nepal,Urban,Sugar,93.8,KES,15-11-2021,,
Haiti,Wholesale, ,100.49,KES,07-04-2024,,
Yemen,Urban,Wheat,49.22,SDG,27-06-2020,6.02,
Nigeria,Retail,Wheat,-7.64,NGN,30-07-2021,6.02,
Haiti,Rural,Pulses,68.77,KES,18-07-2021,,
Nigeria,Wholesale,Sugar,,YER,03-10-2020,6.02,
Pakistan,Urban,Sugar,156.82,BDT,06-04-2024,,31.22
Pakistan,Retail,Cooking Oil,19.91,NGN,21-04-2017,,
Kenya,Rural,Sugar,151.47,NPR,17-09-2015,,
Bangladesh,Rural,Cooking Oil,76.31,INR,26-05-2017,6.02,
Nepal,Urban,Rice,42.94,NPR,16-02-2023,6.02,31.22
India,Retail,Cooking Oil,142.37,PKR,24-07-2019,6.02,31.22
Kenya,Rural,Wheat,79.78,YER,04-05-2023,,31.22
Ethiopia,Rural,Maize,204.62,YER,03-07-2017,,
India,Wholesale,Maize,73.07,ETB,16-01-2018,6.02,31.22
Sudan,Rural,Pulses,88.95,INR,22-06-2017,,31.22
Yemen,Urban,Wheat,60.94,PKR,05-09-2018,,31.22
Ethiopia,Retail,Cooking Oil,106,SDG,23-06-2024,6.02,31.22
Ethiopia,Retail,Wheat,131.88,YER,06-05-2021,,
Kenya,Wholesale,Pulses,,HTG,10-03-2020,6.02,31.22
Bangladesh,Retail,Sugar,126.23,YER,23-08-2017,6.02,
Kenya,Urban,Cooking Oil,83.65,YER,01-09-2024,6.02,31.22
Sudan,Rural, ,65.56,KES,25-05-2024,,31.22
Haiti,Wholesale,Sugar,43.95,NGN,23-02-2018,6.02,
Haiti,Retail,Pulses,139.14,PKR,26-11-2022,6.02,31.22
Bangladesh,Wholesale,Sugar,111.47,BDT,10-02-2021,,31.22
Sudan,Wholesale,Cooking Oil,76.72,KES,31-12-2015,6.02,
Bangladesh,Retail,Pulses,131.18,PKR,22-11-2024,6.02,31.22
Nigeria,Wholesale,Pulses,121.19,HTG,20-12-2016,,31.22
Haiti,Retail,Pulses,134.71,INR,28-10-2017,,31.22
Ethiopia,Urban,Rice,165.62,HTG,15-10-2016,6.02,
Nepal,Retail,Pulses,108.7,HTG,14-01-2020,6.02,31.22
Yemen,Rural,Rice,177.3,NGN,28-01-2023,,
Sudan,Retail,Sugar,157.1,PKR,17-07-2024,6.02,
India,Rural,Rice,131.34,KES,09-10-2023,,31.22
Bangladesh,Wholesale,Sugar,32.35,INR,11-10-2018,,
Yemen,Retail,Rice,104.39,SDG,24-05-2023,6.02,31.22
india,Rural,Sugar,109.85,BDT,19-11-2015,6.02,
Yemen,Retail,Sugar,108.62,INR,24-06-2017,6.02,31.22
Nepal,Retail,Pulses,95.61,SDG,19-11-2020,,
India,Retail,Pulses,125.84,SDG,05-03-2017,6.02,31.22
Kenya,Urban,Sugar,131.17,HTG,29-01-2019,,31.22
Pakistan,Rural,Pulses,33.11,BDT,23-12-2018,6.02,
Kenya,Urban,Sugar,154.19,KES,23-10-2020,,31.22
Haiti,Urban,Pulses,40.94,ETB,28-01-2018,,
pakistan,Rural,Maize,83.76,ETB,13-01-2017,,31.22
Kenya,Retail,Rice,64.5,YER,02-04-2021,,
Pakistan,Urban,Sugar,71.13,SDG,16-07-2018,,31.22
Pakistan,Urban,Wheat,143.46,KES,06-06-2017,,
Ethiopia,Urban,Pulses,104.86,YER,17-12-2024,6.02,
Bangladesh,Retail,Pulses,127.3,BDT,01-07-2018,,
Bangladesh,Urban,Cooking Oil,125.28,ETB,27-12-2016,,31.22
Ethiopia,Wholesale,Wheat,23.4,YER,21-03-2017,6.02,31.22
Yemen,Rural,Wheat,77.69,ETB,25-11-2015,6.02,31.22
Nigeria,Wholesale,Maize,129.94,SDG,23-11-2022,,31.22
Yemen,Retail,Rice,126.27,YER,24-03-2024,,31.22
India,Urban,Maize,29.73,ETB,06-01-2020,,31.22
India,Rural,Rice,141.2,YER,14-08-2021,6.02,
Pakistan,Urban,Sugar,124.64,SDG,16-09-2015,,
Kenya,Retail,Maize,61.49,ETB,25-03-2021,,31.22
Kenya,Rural,Cooking Oil,116.35,BDT,12-01-2016,,
Bangladesh,Wholesale,Rice,90.84,KES,25-05-2015,,31.22
Sudan,Rural,Maize,119.68,BDT,28-10-2020,6.02,31.22
Yemen,Urban,Cooking Oil,27.99,SDG,08-07-2023,6.02,31.22
Haiti,Rural,Wheat,85.9,INR,16-07-2022,,31.22
Nepal,Retail,Pulses,147.23,SDG,09-12-2016,6.02,
Kenya,Retail,Sugar,121.55,BDT,14-11-2020,,
Nepal,Rural,Sugar,131.67,YER,03-09-2015,,31.22
Pakistan,Retail,Wheat,90.66,KES,29-11-2015,6.02,
Nepal,Retail,Maize,122.57,SDG,31-05-2019,,
Haiti,Retail,Pulses,93.48,YER,06-07-2024,6.02,
Ethiopia,Wholesale,Wheat,63.01,KES,13-09-2022,6.02,31.22
Haiti,Urban,Cooking Oil,89.91,HTG,05-10-2015,,31.22
Nepal,Retail, ,158.16,NGN,16-07-2020,6.02,
haiti,Rural,Rice,145.29,KES,07-06-2023,6.02,
Nigeria,Retail,Maize,60.31,KES,19-10-2018,6.02,31.22
Pakistan,Wholesale,Pulses,83.31,NGN,24-08-2024,6.02,31.22
Yemen,Rural,Rice,63.03,SDG,01-10-2019,,31.22
Ethiopia,Urban,Wheat,107.18,YER,09-09-2015,,31.22
Kenya,Rural,Sugar,139.89,HTG,24-07-2020,6.02,
India,Rural,Pulses,181.27,ETB,22-01-2023,6.02,31.22
Yemen,Rural,Pulses,42.9,PKR,28-06-2020,6.02,31.22
India,Rural,Rice,134.33,KES,27-08-2020,6.02,31.22
Pakistan,Retail,Rice,99.69,INR,03-09-2021,6.02,31.22
Ethiopia,Urban,Sugar,85.31,NPR,27-01-2024,6.02,31.22
Bangladesh,Retail,Rice,62.59,YER,30-06-2018,6.02,
Kenya,Wholesale,Rice,171.19,INR,24-10-2017,,31.22
nigeria,Wholesale,Pulses,34.85,ETB,28-10-2018,,31.22
Bangladesh,Rural,Sugar,80.41,KES,19-12-2018,,31.22
Pakistan,Retail,Sugar,114.69,HTG,28-08-2022,,
Yemen,Retail, ,118.13,INR,17-04-2018,,
Nigeria,Urban,Wheat,149.87,BDT,12-01-2015,6.02,31.22
Haiti,Urban,Wheat,64.77,SDG,18-03-2020,6.02,
Nepal,Urban,Pulses,124.98,NPR,09-08-2018,6.02,31.22
Nigeria,Retail,Rice,97.48,NPR,08-02-2017,,
Pakistan,Urban,Maize,101.61,PKR,25-04-2021,,31.22
Sudan,Urban,Wheat,81.62,INR,04-03-2016,6.02,31.22
Nepal,Urban,Wheat,106.47,INR,29-03-2022,6.02,31.22
India,Rural,Pulses,94.3,NPR,31-05-2021,,
Kenya,Wholesale,Pulses,85.75,PKR,18-09-2018,,31.22
india,Wholesale,Maize,78.99,YER,19-09-2023,6.02,31.22
Nigeria,Retail,Maize,114.9,INR,27-05-2020,6.02,
India,Retail,Sugar,,NGN,03-03-2021,6.02,
Pakistan,Rural,Pulses,92.31,ETB,19-03-2021,,31.22
Haiti,Wholesale,Wheat,69.29,HTG,03-04-2019,6.02,31.22
Yemen,Urban,Cooking Oil,95.08,SDG,02-11-2017,6.02,
Kenya,Urban,Cooking Oil,95.59,ETB,17-07-2018,,
India,Retail,Rice,134.67,NPR,03-12-2024,,
India,Wholesale,Wheat,126.36,SDG,18-09-2020,6.02,
Nigeria,Retail,Cooking Oil,111.67,PKR,27-12-2021,,
Yemen,Retail,Wheat,106.91,SDG,02-04-2022,6.02,
Bangladesh,Urban,Pulses,92.37,NPR,14-04-2022,,31.22
India,Urban,Wheat,91.63,BDT,21-10-2019,6.02,31.22
Pakistan,Wholesale,Cooking Oil,30.09,BDT,31-12-2023,6.02,31.22
Sudan,Retail,Wheat,129.35,NGN,20-08-2018,,
Kenya,Rural,Maize,110.66,ETB,05-06-2016,6.02,31.22
India,Wholesale,Rice,148.01,ETB,18-02-2018,6.02,
Pakistan,Retail, ,77.82,ETB,04-04-2024,,31.22
Pakistan,Wholesale,Cooking Oil,150.41,NGN,26-08-2019,,31.22
Kenya,Wholesale,Pulses,92.33,SDG,15-08-2019,,
Bangladesh,Wholesale,Sugar,77.07,HTG,10-06-2021,,31.22
Pakistan,Rural,Rice,161.82,BDT,29-07-2024,,31.22
Sudan,Rural,Maize,114.56,HTG,22-01-2019,,31.22
Pakistan,Urban,Maize,166.84,INR,28-03-2022,,31.22
Pakistan,Urban,Maize,106.82,NGN,27-02-2021,,
Pakistan,Retail,Maize,132.3,PKR,22-02-2022,6.02,
Haiti,Wholesale,Cooking Oil,141.15,YER,25-09-2021,6.02,31.22
Haiti,Retail,Cooking Oil,88.75,ETB,08-08-2015,,
Bangladesh,Urban,Wheat,113.84,KES,01-11-2023,,
India,Rural,Pulses,106.17,BDT,21-06-2019,6.02,
Pakistan,Urban,Wheat,133.29,YER,29-06-2021,,31.22
Yemen,Retail,Pulses,57.39,NGN,02-09-2016,6.02,31.22
India,Urban, ,124.05,NPR,15-07-2021,6.02,
Bangladesh,Retail,Wheat,136.82,BDT,23-06-2024,,31.22
Ethiopia,Retail,Rice,72.68,NPR,02-12-2023,6.02,31.22
India,Retail,Rice,64.74,BDT,14-05-2015,6.02,
India,Retail,Rice,33.67,ETB,07-04-2017,,31.22
Nepal,Urban,Maize,,NPR,28-04-2017,6.02,
Nigeria,Retail,Sugar,70.73,HTG,27-05-2015,6.02,
Nepal,Retail, ,156.72,ETB,20-09-2023,6.02,31.22
Sudan,Wholesale,Cooking Oil,91.68,YER,03-06-2020,6.02,31.22
Haiti,Retail,Rice,,YER,09-11-2024,6.02,31.22
Haiti,Urban,Maize,123.24,KES,08-03-2016,,31.22
Nigeria,Retail,Wheat,184.09,INR,31-08-2021,,31.22
Kenya,Rural,Wheat,157.83,YER,30-05-2024,6.02,
Kenya,Rural,Cooking Oil,108.52,YER,03-07-2023,6.02,
Bangladesh,Retail,Cooking Oil,112.39,SDG,03-03-2015,,
Nigeria,Rural, ,127.16,YER,27-10-2021,,
India,Rural,Rice,207.25,NPR,21-02-2021,,31.22
Kenya,Urban,Wheat,102.71,YER,28-03-2015,6.02,31.22
Pakistan,Wholesale,Wheat,48.29,YER,09-06-2017,,31.22
Yemen,Rural,Wheat,109.79,SDG,01-07-2018,,31.22
India,Rural,Wheat,74.37,KES,24-02-2018,,
Sudan,Wholesale,Sugar,108.45,NGN,31-03-2018,6.02,31.22
Pakistan,Wholesale,Rice,146.05,SDG,20-02-2023,6.02,31.22
Pakistan,Rural,Rice,120.16,INR,01-09-2018,,31.22
Nigeria,Retail,Wheat,76.27,KES,28-01-2021,6.02,31.22
Bangladesh,Rural,Maize,,KES,03-02-2016,,
Sudan,Retail,Wheat,57.35,SDG,31-10-2022,,31.22
Kenya,Retail,Pulses,151.03,NGN,06-07-2021,6.02,
Nigeria,Retail,Cooking Oil,132.82,ETB,23-05-2024,6.02,31.22
Kenya,Wholesale,Pulses,56.47,NGN,18-04-2021,,
Nigeria,Rural,Maize,,ETB,29-10-2017,6.02,
Nigeria,Rural,Cooking Oil,91.32,BDT,01-02-2017,6.02,31.22
Nigeria,Urban,Maize,111.82,NGN,16-06-2018,6.02,31.22
Bangladesh,Wholesale, ,86.5,NGN,13-09-2020,6.02,
Nigeria,Urban,Wheat,116.8,BDT,16-02-2017,,31.22
Ethiopia,Urban,Wheat,103.76,HTG,22-07-2017,,
Yemen,Retail,Maize,44.1,ETB,07-11-2018,,
Kenya,Wholesale,Cooking Oil,,SDG,09-06-2022,,
India,Urban,Sugar,66.87,ETB,20-07-2022,,31.22
Nepal,Rural,Maize,136.68,SDG,13-10-2019,6.02,
Sudan,Urban,Maize,90.73,ETB,09-08-2022,6.02,31.22
Haiti,Wholesale,Pulses,102.53,BDT,17-12-2023,,
Bangladesh,Rural,Rice,119.28,NPR,18-01-2024,,31.22
India,Rural,Maize,105.49,BDT,29-04-2022,,
Pakistan,Rural,Sugar,129.75,NPR,07-10-2024,,31.22
Ethiopia,Retail,Wheat,71.67,NGN,11-01-2020,6.02,
Haiti,Rural,Cooking Oil,141.48,BDT,25-10-2020,6.02,31.22
Nepal,Retail,Rice,58.78,ETB,26-05-2018,6.02,
India,Retail,Cooking Oil,63.49,BDT,20-07-2020,6.02,31.22
Haiti,Urban,Wheat,123.16,KES,18-08-2021,6.02,31.22
India,Urban,Maize,141.98,YER,22-02-2015,6.02,
Ethiopia,Rural,Pulses,111.35,HTG,08-06-2019,6.02,31.22
Nepal,Wholesale,Sugar,159.69,NPR,15-09-2015,,31.22
Pakistan,Rural,Rice,66.66,ETB,19-12-2020,,
Nigeria,Urban,Sugar,53.39,NGN,01-10-2019,,31.22
kenya,Rural,Sugar,,HTG,16-12-2019,6.02,31.22
Pakistan,Urban,Sugar,104.89,INR,28-06-2024,6.02,31.22
Nigeria,Rural,Sugar,132.25,ETB,17-08-2016,,31.22
Bangladesh,Wholesale,Wheat,58.88,PKR,16-07-2017,,
Yemen,Rural,Sugar,82.27,NGN,06-09-2015,6.02,31.22
Sudan,Wholesale,Pulses,169.71,BDT,11-09-2021,6.02,31.22
Sudan,Wholesale,Sugar,91.96,ETB,17-10-2020,6.02,
Kenya,Rural,Wheat,157.06,BDT,16-02-2023,6.02,
Nepal,Wholesale,Cooking Oil,131.07,NPR,15-10-2016,6.02,31.22
Ethiopia,Wholesale,Wheat,88.58,NGN,17-12-2018,6.02,31.22
Nepal,Urban,Pulses,156.47,YER,23-05-2022,,
Ethiopia,Urban, ,113.05,KES,02-08-2017,6.02,31.22
Nepal,Wholesale,Maize,100.54,INR,06-12-2015,,
Yemen,,Wheat,96.81,NPR,18-08-2021,,31.22
Bangladesh,Rural,Cooking Oil,117.55,HTG,03-06-2017,,
Bangladesh,Wholesale,Maize,54.87,KES,28-02-2024,6.02,
Nigeria,Rural,Maize,135.96,ETB,23-04-2021,6.02,
Haiti,Urban,Rice,117.66,KES,07-01-2022,,31.22
Bangladesh,Rural,Sugar,77.15,NGN,22-02-2024,6.02,
Bangladesh,Wholesale,Maize,49.26,INR,29-04-2020,6.02,31.22
pakistan,Wholesale,Maize,,KES,12-10-2018,,
Pakistan,Wholesale,Pulses,110.01,NPR,26-04-2017,,31.22
Nigeria,Wholesale,Cooking Oil,106.24,PKR,13-06-2021,,31.22
Haiti,Retail,Maize,105.99,NPR,24-08-2016,6.02,31.22
Kenya,Retail,Cooking Oil,126.95,BDT,31-03-2019,6.02,31.22
Pakistan,Retail,Sugar,53.97,KES,30-07-2019,6.02,31.22
Kenya,Wholesale,Pulses,97.38,INR,11-08-2022,,31.22
India,Retail,Rice,111.91,BDT,27-12-2019,6.02,
Pakistan,,Rice,118.43,ETB,13-12-2021,6.02,31.22
Yemen,Wholesale,Sugar,135.95,PKR,30-09-2016,6.02,31.22
Haiti,Urban,Sugar,91.86,BDT,09-05-2022,,
Nigeria,Wholesale,Pulses,102.13,NPR,07-12-2016,,
India,Rural,Pulses,70.34,PKR,23-02-2021,6.02,31.22
Haiti,Retail,Wheat,115.53,SDG,06-10-2018,,
Yemen,Wholesale,Maize,65.18,PKR,26-05-2018,,
Haiti,Retail,Maize,122.95,NPR,07-06-2023,6.02,
Yemen,Wholesale,Maize,147.25,INR,08-06-2018,6.02,31.22
Yemen,Rural,Cooking Oil,118.73,BDT,23-09-2019,,
Kenya,Wholesale,Wheat,151.33,BDT,31-08-2023,6.02,31.22
Nepal,Retail, ,81.86,HTG,18-10-2016,6.02,
India,Retail,Cooking Oil,52.05,HTG,25-08-2020,6.02,31.22
Haiti,,Cooking Oil,93.53,BDT,30-07-2020,6.02,
Ethiopia,Wholesale,Rice,75.44,KES,04-05-2018,6.02,31.22
India,Urban,Cooking Oil,80.26,YER,01-02-2023,6.02,31.22
Nepal,Wholesale,Sugar,11.13,KES,16-11-2021,6.02,
India,Rural,Pulses,107.02,PKR,10-02-2023,,
Bangladesh,Urban,Cooking Oil,100.86,INR,28-03-2017,6.02,31.22
Ethiopia,Rural,Sugar,,NGN,13-05-2018,6.02,31.22
Nepal,Wholesale,Sugar,122.12,INR,15-11-2022,,
Kenya,Urban,Rice,92.99,KES,02-08-2016,6.02,
Haiti,Rural,Rice,136.51,BDT,04-10-2023,6.02,
Sudan,Retail,Cooking Oil,135.47,PKR,09-06-2015,6.02,
Nepal,Urban,Rice,80.52,KES,12-10-2024,,
Nigeria,Urban,Rice,107.84,PKR,29-01-2019,6.02,
Haiti,Rural,Pulses,160.42,BDT,05-12-2022,6.02,
Nepal,Retail,Maize,113.06,NGN,20-12-2021,,
bangladesh,Urban,Cooking Oil,67.11,NGN,20-08-2024,,31.22
Sudan,Rural,Cooking Oil,55.1,NGN,08-04-2016,6.02,
Bangladesh,Urban,Cooking Oil,41.15,HTG,17-07-2021,6.02,31.22
Sudan,Urban,Rice,18.09,ETB,22-05-2016,6.02,
Nigeria,Urban,Pulses,80.64,ETB,15-08-2019,6.02,
Haiti,Retail,Rice,93.02,BDT,31-07-2018,,
Kenya,Wholesale,Sugar,60.95,NPR,07-01-2021,6.02,
Bangladesh,Wholesale,Wheat,72.63,ETB,18-10-2017,,31.22
Bangladesh,Retail,Wheat,61.84,NPR,07-03-2022,6.02,
Yemen,Retail,Wheat,36.8,BDT,12-01-2023,,31.22
Sudan,Rural,Maize,93.21,NGN,21-01-2023,6.02,31.22
Pakistan,Urban,Rice,126.75,NPR,26-11-2016,,
Haiti,Retail,Sugar,,KES,10-03-2021,,31.22
Sudan,Rural,Sugar,145.44,NGN,17-03-2022,6.02,31.22
Yemen,Wholesale,Wheat,106.13,SDG,16-04-2024,6.02,31.22
India,Wholesale,Pulses,135.72,HTG,11-05-2020,6.02,31.22
Sudan,Wholesale,Maize,101.27,SDG,14-10-2022,,31.22
Kenya,,Maize,126.85,ETB,27-10-2016,6.02,31.22
haiti,Rural,Wheat,43.56,NPR,13-02-2021,6.02,31.22
Yemen,Urban, ,133.7,BDT,22-12-2024,,31.22
India,Rural,Rice,100.26,YER,06-02-2017,,31.22
Ethiopia,Urban,Pulses,143.92,PKR,13-09-2017,6.02,31.22
Yemen,Wholesale,Maize,89.91,BDT,08-02-2021,,
Ethiopia,Retail,Sugar,169.67,YER,19-01-2016,,31.22
Haiti,Retail,Wheat,121.35,NGN,25-01-2015,,
Bangladesh,Retail,Rice,63.79,NGN,05-07-2017,,
Yemen,Urban,Sugar,145.13,BDT,17-11-2024,,
Nigeria,Wholesale,Maize,57.69,YER,30-08-2018,,31.22
